courseID,shortTitle,deptCode,deptName,minCredit,academicLevel,instructMethod,EC: Clear Concise Writing,EC: Credibility/Persuasiveness,EC Public Presentation,EC: Thought Organization,TM: Punctuality,TM: Effective Task Completion,TM: Deadline Setting,L: Effective Communication,L:  Critical Thinking,L: Decision Making,L: Empathy,L: Strategic Thinking,TC: Effective Communication,TC: Delegation/Support,TC: Commitment,TC: Respect/Accountability,CPS: Clarification,CPS: Ideation,CPS: Solution Development,CPS: Implementation,R: Quantitative Analysis,R: Data Visualization,R: Resource Use,R: Effective Communication,AF: Effective Listening,AF: Emotional Intelligence,AF: Big Picture,AF: See Multiple Perspectives
FREN-265,Topics in FRench,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-305,FRench foR Business,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-344,Adv FRench Compos & ConveRsat,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-350,FRench Linguistics,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-353,FRen CultuRe & Civ,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-357,SuRv of FRen Med & Renais Lit,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-358,SuRv FRen 17 & 18 Cent Lit,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-458,SuRv FRen 19/20th Cen Lit,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-459,FRancophone CultuRes & Lit,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-465,Topics CouRse,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-490,CompRehen Examin PRep,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,M,,M,,,,,,,,
GMN-101,Elem GeRman I,MDLG,Modern Languages,3,UG,LEC,,,I,I,,I,I,I,I,I,,I,I,,,I,I,,,I,,,,,,,,
GMN-101L,Elem GeRman I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMN-102,Elem GeRman I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMN-102L,Elem GeRman I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMN-207,InteRm GeRman I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMN-207L,InteRm GeRman I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMN-208,InteRm GeRman I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMN-208L,InteRm GeRman I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMN-295,DiRected Study,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAL-101,Elem Italian I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAL-102,Elem Italian I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAL-207,InteRmediate Italian I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAL-208,InteRmediate Italian I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAL-ALD,Italian - LoweR Division,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAND-101,Elem MandaRin I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAND-102,Elem MandaRin I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAND-207,InteRmediate MandaRin,MDLG,Modern Languages,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLG-165,Topics,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLG-230,CRitical Meth Lang,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,I,,,I,,,,,I,I,,I,,,,,,,,
MDLG-266,Topics,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLG-300,ChRistian SeRvice Mod Lang,MDLG,Modern Languages,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLG-350,Global Citizen Sem I,MDLG,Modern Languages,1,UG,LEC,,,M,,,R,,,,,,,,,,,,,,M,,,,,,,,
MDLG-350L,Global Citizen Sem I Lab-Span,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLG-450,Global Citizen Sem I,MDLG,Modern Languages,1,UG,LEC,,,M,M,,M,M,,,M,,M,,,,,,,,,,,,,,,,
MDLG-465,Topics in ModeRn Languages,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLG-490,MLD Exit Exam (DEE),MDLG,Modern Languages,1,UG,LEC,M,,,M,,,,M,M,,,,M,,,,,,,M,,,,,,,,
SPAN-101,Elem Spanish I,MDLG,Modern Languages,3,UG,LEC,I,,I,I,,I,I,I,I,I,,,I,,,,I,,,I,,,,,,,,
SPAN-101L,Elem Span I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-102,Elem Spanish I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-102L,Elem Span I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-103,Span foR Health CaRe PRof,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-207,InteRm Spanish I,MDLG,Modern Languages,3,UG,LEC,,,,R,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-207L,InteRm Span I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-208,InteRm Spanish I,MDLG,Modern Languages,3,UG,LEC,M,,M,M,,M,M,M,M,M,,,M,,,,,,,M,,,,,,,,
SPAN-208L,InteRm Span I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-243,Comp & ConveRsation,MDLG,Modern Languages,3,UG,LEC,M,,,,,M,M,M,M,M,,,M,,,,,,,M,,,,,,,,
SPAN-265,Topics in Spanish,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-265L,Span HlthcaRe PRof Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-354,Hispanic CultuRe & Civ,MDLG,Modern Languages,3,UG,LEC,M,,M,M,,,,M,M,M,,,M,,,,,,,M,,,,,,,,
SPAN-355,SuRvey of Span Lit,MDLG,Modern Languages,3,UG,LEC,M,,M,M,,M,M,M,M,M,,M,M,,,,M,,,M,,,,,,,,
SPAN-356,SuRvey Span-AmeR Lit,MDLG,Modern Languages,3,UG,LEC,M,,M,M,,M,M,M,M,M,,M,M,,,,M,,,M,,,,,,,,
SPAN-465,Topics,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAN-490,Comp Exam PRep,MDLG,Modern Languages,1,UG,LEC,M,,,M,,M,M,M,M,M,,M,M,,,,M,,,M,,,,,,,,
MUCH-216,Music in ChRistian ChuRch,MUS,Music,3,UG,LEC,,,,,R,,,,,,,,,R,R,R,,,,,,,,,R,,,R
MUCH-316,"ChuRch Music, Mat & Admin",MUS,Music,2,UG,LEC,R,,M,M,R,R,R,M,M,M,M,M,M,R,R,R,M,M,M,M,,,R,R,M,R,M,M
MUCH-317,Music/WoRship Contemp ChuRch,MUS,Music,2,UG,LEC,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUCH-489,Mus & WoRship SR PRoj,MUS,Music,2,UG,LEC,R,,M,M,R,R,R,M,M,M,M,M,M,R,R,R,M,M,M,M,,,R,R,M,R,M,M
MUCT-107,Basic Musicianship I,MUS,Music,1,UG,LEC,,,,,R,R,R,,,,,,,,,,I,I,I,I,,,,,R,,,I
MUCT-108,Basic Musicianship I,MUS,Music,1,UG,LEC,,,,,R,R,R,,,,,,,,,,R,R,R,R,,,,,R,,,R
MUCT-111,Music TheoRy I,MUS,Music,3,UG,LEC,I,,I,I,R,R,R,,I,I,,I,I,I,I,I,I,I,I,I,I,I,,,R,,I,I
MUCT-112,Music TheoRy I,MUS,Music,3,UG,LEC,R,,R,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,R,R,,,R,,R,R
MUCT-121,AuRal TheoRy I,MUS,Music,1,UG,LEC,,,I,,R,R,R,,,,,,R,,R,R,I,I,I,I,,,,,R,,,I
MUCT-122,AuRal TheoRy I,MUS,Music,1,UG,LEC,,,R,,R,R,R,,,,,,R,,R,R,R,R,R,R,,,,,R,,,R
MUCT-211,Music TheoRy II,MUS,Music,3,UG,LEC,R,,R,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,R,R,,,R,,R,R
MUCT-212,Music TheoRy IV,MUS,Music,3,UG,LEC,R,,R,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,R,R,,,R,,R,R
MUCT-221,AuRal TheoRy II,MUS,Music,1,UG,LEC,,,R,,R,R,R,,,,,,R,,R,R,R,R,R,R,,,,,R,,,R
MUCT-222,AuRal TheoRy IV,MUS,Music,1,UG,LEC,,,R,,R,R,R,,,,,,R,,R,R,R,R,R,R,,,,,R,,,R
MUCT-313,ORchestRation & ARRanging,MUS,Music,3,UG,LEC,R,,R,M,R,R,R,,M,M,,M,,,,,M,M,M,M,M,M,M,,M,M,M,M
MUCT-314,CounteRpoint,MUS,Music,3,UG,LEC,R,,R,M,R,R,R,,M,M,,M,,,,,M,M,M,M,M,M,M,,M,M,M,M
MUCT-315,Compositional Techniques,MUS,Music,3,UG,LEC,R,R,M,M,R,R,R,,M,M,,M,,R,R,R,M,M,M,M,M,M,M,,M,M,M,M
MUCT-413,Analy Music FoRms,MUS,Music,3,UG,LEC,R,R,,M,R,R,R,,M,M,,M,,,,,M,M,M,M,M,M,M,,M,M,M,M
MUCT-465,Topics in Music,MUS,Music,1,UG,LEC,,,,R,R,R,R,,R,R,,R,,R,R,R,M,M,M,M,M,M,M,,M,M,M,M
MUED-236,StRing Meth & Techn,MUS,Music,2,UG,LEC,,,,R,R,R,R,,,,,,,,,,R,R,R,R,,,,,R,,R,R
MUED-246,BRass Meth & Tech,MUS,Music,2,UG,LEC,,,,R,R,R,R,,,,,,,,,,R,R,R,R,,,,,R,,R,R
MUED-250,Tech in Music Educ,MUS,Music,2,UG,LEC,,,,R,R,R,R,,R,R,,R,,,,,R,R,R,R,,,,,R,,R,R
MUED-256,Woodwind Meth & Tech,MUS,Music,2,UG,LEC,,,,R,R,R,R,,,,,,,,,,R,R,R,R,,,,,R,,R,R
MUED-266,PeRcussion Meth & Tech,MUS,Music,2,UG,LEC,,,,R,R,R,R,,,,,,,,,,R,R,R,R,,,,,R,,R,R
MUED-316,Piano Pedagogy,MUS,Music,2,UG,PLES,R,M,M,M,M,M,M,,M,M,M,M,,,,,M,M,M,M,M,M,M,,M,M,M,M
MUED-317,Voice Pedagogy,MUS,Music,2,UG,LEC,R,M,M,M,M,M,M,,M,M,M,M,,,,,M,M,M,M,M,M,M,,M,M,M,M
MUED-318,ORgan Pedagogy,MUS,Music,2,UG,LEC,R,M,M,M,M,M,M,,M,M,M,M,,,,,M,M,M,M,M,M,M,,M,M,M,M
MUED-331,Music in Elem School,MUS,Music,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,M,M,R,R,M,,M,M,M,M
MUED-332,Music SecondaRy School,MUS,Music,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,M,M,R,R,M,,M,M,M,M
MUED-439,PRe-Student Teaching SeminaR,MUS,Music,1,UG,ST,R,M,M,M,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M,M,M
MUHL-115,Mus in WesteRn CultuRe,MUS,Music,3,UG,LEC,R,,,,R,R,R,,,,,,,,,,,,,,,,,,R,,R,R
MUHL-120,Music in United States,MUS,Music,3,UG,LEC,R,,,,R,R,R,,,,,,,,,,,,,,,,,,R,,R,R
MUHL-218,Mus Styles & RepeRtoRies,MUS,Music,3,UG,LEC,R,,,R,R,,,,,,,,,,,,,,,,,,,,R,,R,R
MUHL-320,Mus in Mid Ages & Renaissance,MUS,Music,2,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,R,,R,,R,R
MUHL-321,Mus Late Renais & BaRoque,MUS,Music,2,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,R,,R,,R,R
MUHL-322,Classic & Romantic Music,MUS,Music,2,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,R,,R,,R,R
MUHL-323,Mus 20th & 21st CentuRies,MUS,Music,2,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,R,,R,,R,R
MUHL-465,Topics In Music,MUS,Music,1,UG,LEC,R,,,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,R,,R,,M,,M,M
MUHL-485,Music SeminaR,MUS,Music,2,UG,LEC,R,R,R,R,R,,,,,,,,,,,,,,,,,,,,,,,
MUHL-489,SenioR PRoject,MUS,Music,2,UG,LEC,R,R,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,M,M,M,,M,M,M,M
MUPF-103,Class Piano 1,MUS,Music,1,UG,LEC,,,R,,R,R,R,,,,,,,,,,R,R,R,R,,,,,R,,R,R
MUPF-104,Class Piano 2,MUS,Music,1,UG,LEC,,,R,,R,R,R,,,,,,,,,,R,R,R,R,,,,,R,,R,R
MUPF-108,GRoup InstRuction,MUS,Music,1,UG,PLES,,,R,,R,R,R,,,,,,,,,,R,R,R,R,,,,,,,,
MUPF-118,I CantoRi,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-119,Bel Canto,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-128,Wind Symphony,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-129,Applied Music,MUS,Music,1,UG,PLES,,I,R,,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,,,R,,R,R,R,R
MUPF-138,Symphony ORchestRa,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-158,Die MeisteRsingeR Male ChoRus,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-178,InstRumental Ensemble ExpeR,MUS,Music,1,UG,PLES,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-188,Vocal Ensemble ExpeRience,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-189,ConcentRation,MUS,Music,1,UG,PLES,,I,M,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,,,R,,R,R,R,R
MUPF-225,SingeRs Diction I,MUS,Music,2,UG,LEC,R,,R,,R,R,R,,R,R,,R,,,,,R,R,R,R,R,R,R,,R,R,R,R
MUPF-226,SingeRs Diction I,MUS,Music,2,UG,LEC,R,,R,,R,R,R,,R,R,,R,,,,,R,R,R,R,R,R,R,,R,R,R,R
MUPF-273,Basic Conducting,MUS,Music,1,UG,LEC,,,R,,R,R,R,,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,,R,R,R,R
MUPF-279,SeRvice Playing,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-289,Accompanying,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-318,I CantoRi,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-319,Bel Canto,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-328,Wind Symphony,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-329,Applied Music,MUS,Music,1,UG,PLES,,R,R,,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,,,R,,R,R,R,R
MUPF-334,ChambeR Music,MUS,Music,1,UG,LEC,,R,M,,R,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-338,Symphony ORchestRa,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-344,InstRumental Lit,MUS,Music,2,UG,LEC,R,,,,R,R,R,,R,R,,R,,,,,R,R,R,R,R,R,R,,M,,M,M
MUPF-358,Die MeisteRsingeR Male ChoRus,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-373,ChoRal Conducting,MUS,Music,2,UG,LEC,R,R,R,,R,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-374,InstRumental Conducting,MUS,Music,2,UG,LEC,R,R,R,,R,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-378,InstRumental Ensemble ExpeR,MUS,Music,1,UG,LEC,,,M,,M,,,,,,,,,,,,,,,,,,,,,,,
MUPF-388,Vocal Ensemble ExpeRience,MUS,Music,1,UG,LEC,,,M,,M,M,,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
MUPF-389,ConcentRation,MUS,Music,1,UG,PLES,,R,M,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,,,R,,R,R,R,R
MUPF-389L,Voice Lab,MUS,Music,0,UG,LEC,,R,M,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,,,R,,R,R,R,R
MUPF-489,SenioR Recital,MUS,Music,2,UG,LEC,M,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,M,M,M,,,,,
ENGR-121,IntRo to EngineeRing,PHYS,Physics,1,UG,LEC,,,I,,R,I,,,,,,,,,I,I,,I,,,,,,,,,,
ENGR-149,IntRo Mech DRw & CADD,PHYS,Physics,3,UG,LEC,I,,I,,R,R,R,,,,,,,,I,I,,R,R,R,,I,I,,,,,
ENGR-211,EngR Mech: Statics,PHYS,Physics,3,UG,LEC,R,R,,R,R,R,,,,,,,,,,,M,,M,M,,,,,,,,
ENGR-212,EngR Mech:Dynamics,PHYS,Physics,3,UG,LEC,R,R,,R,R,R,,,,,,,,,,,M,,M,M,,,,,,,,
ENGR-228,LineaR CiRcuit Analysis,PHYS,Physics,3,UG,LEC,R,R,,R,R,R,,,,,,,,,,,M,,M,M,,,,,,,,
ERSC-105,EaRth Science,PHYS,Physics,3,UG,LEC,I,I,,I,I,I,,,,,,,,,,,,I,,,,,I,,,,I,I
PHYS-137,Conceptual Physics,PHYS,Physics,3,UG,LEC,I,I,I,I,I,I,,,I,,,,I,,,I,I,I,I,I,I,I,I,I,,,,
PHYS-155,DescRiptive AstRonomy,PHYS,Physics,3,UG,LEC,I,,,I,I,I,,,,,,,,,,,,,,,,,,,,,,
PHYS-211,Gen Physics I,PHYS,Physics,3,UG,LEC,,,,I,R,R,,,I,,,I,,,,,I,I,I,I,,,,,,,,I
PHYS-212,Gen Physics I,PHYS,Physics,3,UG,LEC,,,,I,R,R,,,R,,,R,,,,,R,R,R,R,,,,,,,,R
PHYS-213,Gen Phys Lab I,PHYS,Physics,1,UG,LAB,R,R,I,R,R,R,R,R,R,R,I,R,R,,R,R,R,R,R,R,,,,,,,,
PHYS-214,Gen Phys Lab I,PHYS,Physics,1,UG,LAB,R,R,I,R,R,R,R,R,R,R,I,R,R,,R,R,R,R,R,R,,,,,,,,
PHYS-215,Gen Physics Calc Appl I,PHYS,Physics,1,UG,LEC,,,,,R,R,,,,,,,,,,,R,,R,R,,,,,,,,I
PHYS-216,Gen Phys Calc Appl I,PHYS,Physics,1,UG,LEC,,,,,R,R,,,,,,,,,,,R,,R,R,,,,,,,,I
PHYS-221,Univ Physics I,PHYS,Physics,4,UG,LEC,,,,,R,R,,,,,,,,,,,R,,R,R,,,,,,,,I
PHYS-222,Univ Physics I,PHYS,Physics,4,UG,LEC,,,I,,R,R,,,,,,,,,,,R,,R,R,,,,,,,,I
PHYS-223,Univ Physics Lab I,PHYS,Physics,1,UG,LAB,R,R,I,R,R,R,R,R,R,R,I,R,R,,R,R,R,R,R,R,,,,,,,,
PHYS-224,Univ Phys Lab I,PHYS,Physics,1,UG,LAB,R,R,I,R,R,R,R,R,R,R,I,R,R,,R,R,R,R,R,R,,,,,,,,
PHYS-255,TutoRing Physics,PHYS,Physics,1,UG,LEC,I,I,R,,R,R,,,,,I,,R,R,R,R,M,,M,M,,,,,I,I,I,I
PHYS-265,Topics in Physics,PHYS,Physics,1,UG,LEC,,M,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYS-297,UndeRgRaduate ReseaRch,PHYS,Physics,1,UG,LEC,R,R,R,R,R,R,R,,R,,,R,,,,,R,R,R,R,R,R,R,R,,,R,R
PHYS-305,Biophysics,PHYS,Physics,3,UG,LEC,R,R,,R,R,R,,,,,,,,,,,R,R,R,R,,,,,,,,R
PHYS-310,ModeRn Physics,PHYS,Physics,3,UG,LEC,R,R,,R,R,R,,,,,,,,,,,R,,M,M,,,,,,,,R
PHYS-313,Physical Optics,PHYS,Physics,3,UG,LEC,,,,,,,,,,,,,,,,,I,R,M,M,,,,,,,,
PHYS-316,PaRtial DiffeRential Equations (*See MATH-316),PHYS,Physics,3,UG,LEC,,,,,,,,,,,,,,,,,,,M,M,,,,,,,,
PHYS-317,Iss Phys Sci & Rlgn,PHYS,Physics,3,UG,LEC,I,I,I,I,R,R,R,,I,,,,I,R,R,R,,,R,R,,,I,,,,,R
PHYS-320,Iss Phys Sci & Rlgn,PHYS,Physics,3,UG,LEC,R,R,I,R,R,R,R,,I,,,,I,R,R,R,,,R,R,,,I,,,,,R
PHYS-325,Adv Physics Lab I,PHYS,Physics,1,UG,LAB,,,,,,,,R,R,R,R,R,R,I,R,R,R,R,M,M,I,I,I,I,I,,I,I
PHYS-326,Advanced Physics LaboRatoRy I,PHYS,Physics,1,UG,LAB,,,,,,,,R,R,R,R,R,R,I,R,R,R,R,M,M,I,I,I,I,I,,I,I
PHYS-400,Physics PoRtfolio,PHYS,Physics,1,UG,LEC,R,R,,,R,R,R,,,,,,,,,,I,I,M,M,,,,,,,I,I
PHYS-411,Stat & TheRmal Physics,PHYS,Physics,3,UG,LEC,R,R,,R,R,R,,,,,,,,,,,M,,M,M,,,,,,,,
PHYS-412,Quantum Mechanics,PHYS,Physics,3,UG,LEC,,,,,R,R,,,,,,,,,,,M,,M,M,,,,,,,,
PHYS-413,Analytic Mechanics,PHYS,Physics,3,UG,LEC,,,,,,,,,,,,,,,,,M,M,M,M,,,,,,,,
PHYS-414,ElectRodynamics I,PHYS,Physics,3,UG,LEC,,,,,R,R,,,,,,,,,,,M,,M,M,,,,,,,,
PHYS-415,ElectRodynamics I,PHYS,Physics,3,UG,LEC,,,,,R,R,,,,,,,,,,,M,,M,M,,,,,,,,R
PHYS-418,Adv Quantum Mech I,PHYS,Physics,3,UG,LEC,,,,,R,R,,,,,,,,,,,M,,M,M,,,,,,,,R
PHYS-465,Topics,PHYS,Physics,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,R,R,I,,,,,
PHYS-480,Sci WRtg & PResentation,PHYS,Physics,1,UG,LEC,M,M,R,M,M,M,I,,,,,,,,I,I,,,I,I,R,R,I,R,,,I,I
PHYS-497,UndeRgRad ReseaRch,PHYS,Physics,1,UG,RSCH,R,R,I,,R,R,I,,R,R,,R,,,,I,R,R,R,R,I,I,I,I,,,I,I
PSYC-100,CaReeRs in Psychology,PSYC,Psychology,3,UG,LEC,I,I,I,I,R,R,R,I,I,I,I,I,I,I,I,I,I,,,R,,,,,I,I,I,I
PSYC-101,Psy PeRsonal & Soc Adjust,PSYC,Psychology,3,UG,LEC,I,I,I,I,R,R,R,I,I,I,I,I,I,I,I,I,I,,I,R,,,I,I,I,I,I,I
PSYC-122,Gen Psychology,PSYC,Psychology,3,UG,LEC,I,I,I,I,R,R,R,I,I,I,I,,I,I,I,I,I,I,I,I,,,,,I,I,I,I
PSYC-128,Developmental Psyc,PSYC,Psychology,3,UG,LEC,I,I,I,I,R,R,R,I,I,I,I,I,I,I,I,I,I,I,I,I,,,,,I,I,I,I
PSYC-128T,Developmental Psyc,PSYC,Psychology,3,UG,LEC,I,I,R,I,R,R,R,I,,,,,I,I,I,I,I,,,I,,,,,I,I,I,I
PSYC-201,PaRenting,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-221,Chal CRs Facil/TheRap Rec,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-223,MaRRiage and Family,PSYC,Psychology,3,UG,LEC,R,R,M,R,R,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,,R,R,R,R,R,M,M
PSYC-224,Social Psychology,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-226,Psychology of Religion,PSYC,Psychology,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,,R,R,R,R,R,R,M
PSYC-227,Cognitive Psyc,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-231,MulticultuRal Relations,PSYC,Psychology,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,,,,,R,M,M,M
PSYC-233,Human Sexuality,PSYC,Psychology,3,UG,LEC,R,R,M,R,R,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,,R,R,R,R,R,M,M
PSYC-234,H:Social Psychology,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-250,Death and Dying,PSYC,Psychology,3,UG,LEC,R,R,R,R,R,R,R,R,I,I,,R,R,R,R,R,R,R,,,,,R,R,R,R,R,R
PSYC-253,IndustRial/ORg Psych,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-297,RsRch Design & Stats I,PSYC,Psychology,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
