courseID,shortTitle,deptCode,deptName,minCredit,academicLevel,instructMethod,EC: Clear Concise Writing,EC: Credibility/Persuasiveness,EC Public Presentation,EC: Thought Organization,TM: Punctuality,TM: Effective Task Completion,TM: Deadline Setting,L: Effective Communication,L:  Critical Thinking,L: Decision Making,L: Empathy,L: Strategic Thinking,TC: Effective Communication,TC: Delegation/Support,TC: Commitment,TC: Respect/Accountability,CPS: Clarification,CPS: Ideation,CPS: Solution Development,CPS: Implementation,R: Quantitative Analysis,R: Data Visualization,R: Resource Use,R: Effective Communication,AF: Effective Listening,AF: Emotional Intelligence,AF: Big Picture,AF: See Multiple Perspectives
ARTF-320,Post PRoduction,ART,Visual Art And Design,3,UG,LEC,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,,R,R,R,R,R,R,R,R,R
ARTF-328,ScReenwRiting I,ART,Visual Art And Design,3,UG,LEC,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,,,R,R,R,R,R,R
ARTF-328L,ScReenwRiting I Lab,ART,Visual Art And Design,0,UG,LAB,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,,,R,R,R,R,R,R
ARTF-353,DiRecting the DocumentaRy,ART,Visual Art And Design,3,UG,LEC,R,M,M,M,R,R,R,M,M,M,M,M,M,M,M,M,M,R,R,M,R,R,R,M,M,M,M,M
ARTF-360,Film Studio PRactices,ART,Visual Art And Design,3,UG,LEC,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,R
ARTF-372,SenioR PRoject I,ART,Visual Art And Design,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
ARTF-391,Film PRoduction PRac,ART,Visual Art And Design,1,UG,LEC,R,R,R,R,M,M,M,R,M,M,M,M,M,M,M,M,M,R,,R,M,M,R,R,R,R,R,R
ARTF-422,DiRecting the NaRRative,ART,Visual Art And Design,3,UG,LEC,R,M,M,M,R,R,R,M,M,M,M,M,M,M,M,M,M,R,R,M,,M,R,M,M,M,M,M
ARTF-465,Topics in Film PRoduction,ART,Visual Art And Design,1,UG,LEC,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,
ARTF-472,SenioR PRoject I,ART,Visual Art And Design,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
ARTF-492,Film PRod InteRnship,ART,Visual Art And Design,3,UG,INT,,R,R,R,M,M,M,R,M,M,M,M,M,M,M,M,M,R,,M,,,,R,R,R,R,M
ARTG-115,IntRo to GRaphic Design,ART,Visual Art And Design,3,UG,LEC,,,I,I,I,I,I,,I,I,I,,,I,I,I,I,I,I,I,,,I,I,I,I,I,I
ARTG-121,TypogRaphy I,ART,Visual Art And Design,3,UG,LEC,I,,,,I,I,I,I,I,I,,,I,,,,,I,I,I,,,I,I,I,I,I,I
ARTG-122,TypogRaphy I,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,,I,I,,,,,,,,R,I,I,,,I,I,I,I,I,I
ARTG-138,Design Studio I:Hist & PRac,ART,Visual Art And Design,3,UG,LEC,I,I,I,I,R,I,R,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
ARTG-210,VectoR GRaphics,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,,R,R,,I,,,,,,R,R,R,,R,R,R,R,R,R,R
ARTG-212,RasteR GRaphics,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,,R,R,,,,,,,,R,R,R,,,R,R,R,R,R,R
ARTG-238,Design Studio I:PRod PRoc,ART,Visual Art And Design,3,UG,LEC,I,I,I,I,R,R,R,I,R,R,I,I,I,I,I,I,I,R,R,R,I,R,R,R,R,R,R,R
ARTG-265,Topics in ComputeR GRaphics,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTG-324,EditoRial Design,ART,Visual Art And Design,3,UG,LEC,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,M,R,R,,M,R,R,R,R,R,R
ARTG-332,AdveRtising Design,ART,Visual Art And Design,3,UG,LEC,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,M,M,M,,M,M,M,M,M,M,M
ARTG-335,ThRee-Dimen GRaphic Design,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,M,,R,R,,R,,,,,,M,M,M,,,M,M,M,M,M,M
ARTG-338,Design Studio II:PRof PRac,ART,Visual Art And Design,3,UG,LEC,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,M,M,M,R,,M,M,M,M,M,M
ARTG-420,BRanding Systems,ART,Visual Art And Design,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
ARTG-432,SenioR Design Studio,ART,Visual Art And Design,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,,M,M,R,R,R,R,M,M,M,,,M,M,M,M,M,M
ARTG-465,Topics in ComputeR GRaphics,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTG-491,GRaphic Design PRacticum,ART,Visual Art And Design,1,UG,PRAC,,,,,M,M,M,M,M,M,M,M,M,,,,,M,M,M,,,M,M,M,M,M,M
ARTG-492,GRaphic Design InteRnship,ART,Visual Art And Design,1,UG,PRAC,,,,,M,M,M,M,M,M,M,M,M,,,,,M,M,M,,,M,M,M,M,M,M
ARTH-218,ARt AppReciation,ART,Visual Art And Design,3,UG,LEC,I,I,I,R,R,R,R,R,M,R,R,R,,,,,,,R,R,,I,M,R,R,R,M,R
ARTH-225,Ancient-EaRly ChR ARt Hist,ART,Visual Art And Design,3,UG,LEC,R,I,I,R,R,R,M,R,M,R,R,R,,,,,,,M,M,,R,M,R,R,R,M,R
ARTH-235,Mediev/Renais/BaRoque ARt His,ART,Visual Art And Design,3,UG,LEC,R,I,I,R,R,R,M,R,M,R,R,R,,,,,,,R,R,,R,M,R,R,R,M,R
ARTH-240,ARt HistoRy Study TouR,ART,Visual Art And Design,3,UG,LEC,I,I,I,R,M,M,R,R,R,R,R,R,R,R,R,M,M,,M,M,,M,R,R,R,M,M,M
ARTH-245,ContempoRaRy ARt,ART,Visual Art And Design,3,UG,LEC,R,R,I,M,M,R,M,R,R,R,R,R,,,,R,R,,M,M,,R,M,R,R,R,M,R
ARTH-255,Museum Studies,ART,Visual Art And Design,3,UG,LEC,R,R,R,R,M,M,M,M,M,M,R,R,,,,R,R,,M,M,,R,M,R,R,R,M,R
ARTH-265,ARt HistoRy,ART,Visual Art And Design,1,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,,,,,,,R,R,,,R,R,R,R,R,R
ARTH-318,ARt AppReciation,ART,Visual Art And Design,3,UG,LEC,M,M,R,M,M,M,R,R,R,R,R,R,,,,M,R,,M,M,,M,M,M,R,R,R,R
ARTH-325,Ancient-EaRly ChR ARt Hist,ART,Visual Art And Design,3,UG,LEC,M,M,R,M,M,M,M,R,M,R,M,R,,,,M,R,,M,R,,M,M,R,R,R,M,R
ARTH-335,Mediev/Renais/BaRoque ARt His,ART,Visual Art And Design,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,,,,,,,R,R,,,R,R,R,R,R,R
ARTH-340,ARt HistoRy Study TouR,ART,Visual Art And Design,3,UG,LEC,R,R,R,M,M,M,M,R,M,R,R,R,R,M,M,M,R,,R,M,,M,M,R,M,M,M,R
ARTH-345,ContempoRaRy ARt,ART,Visual Art And Design,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,,,,,,,M,M,,,M,M,M,M,M,M
ARTH-346,ARt TheoRy/CRit & ChRis WRldv,ART,Visual Art And Design,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,R,,R,M,R,M,M,M,M
ARTH-455,Museum Studies,ART,Visual Art And Design,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,,,,,,,M,M,,R,M,M,M,M,M,M
ARTH-465,ARt HistoRy,ART,Visual Art And Design,1,UG,LEC,R,R,R,M,M,M,M,R,R,R,R,R,R,R,M,M,M,,R,R,,,M,R,R,R,R,R
ARTH-492,ARt HistoRy InteRnship,ART,Visual Art And Design,3,UG,INT,M,M,M,M,M,M,M,M,M,M,M,M,,,,,,,M,M,,,M,M,M,M,M,M
ARTI-124,PRogRamming foR ARtists,ART,Visual Art And Design,3,UG,LEC,,,,,,I,I,I,I,I,,I,I,,,,,I,I,I,,,I,I,I,I,I,I
ARTI-224,IntRo InteRactive Media,ART,Visual Art And Design,3,UG,LEC,,,I,I,I,I,I,I,I,I,I,I,I,,,,,I,I,I,I,,I,I,I,I,I,I
ARTI-265,Topics in InteRactive Media,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTI-324,InteRactive Media,ART,Visual Art And Design,3,UG,LEC,,,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R,R,R,R,I,I,R,R,R,R,R,R
ARTI-329,Multimedia,ART,Visual Art And Design,3,UG,LEC,,,,,,R,R,R,R,R,,R,R,,,,,R,R,R,R,R,R,R,R,R,R,R
ARTI-338,UX Design,ART,Visual Art And Design,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R
ARTI-424,Adv InteRactive Media,ART,Visual Art And Design,3,UG,LEC,R,R,R,R,R,M,M,M,M,M,M,M,M,,,,,M,M,M,M,,M,M,M,M,M,M
ARTI-427,InteRact Video & Sound,ART,Visual Art And Design,3,UG,LEC,,,,,,M,M,M,M,M,,M,M,,,,,M,M,M,,,M,M,M,M,M,M
ARTI-432,3D EnviRonments,ART,Visual Art And Design,3,UG,LEC,,,,,,M,M,M,M,M,,,M,,,,,M,M,M,,,M,M,M,M,M,M
ARTI-437,New Media Applications,ART,Visual Art And Design,3,UG,LEC,,,,,,M,M,M,M,M,,M,M,,,,,M,M,M,M,M,M,M,M,M,M,M
ARTI-440,Digital PoRtfolio,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,M,,,,,,,,,,,,,,,,
ARTI-465,Topics in InteRactive Media,ART,Visual Art And Design,1,UG,LEC,,,,,,R,R,R,R,R,,,R,,,,,,,,,,,,,,,
ARTI-480,Self PRomotion,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,M,,,,,,M,M,M,,,M,M,M,M,M,M
ARTI-491,InteRactive Media PRac,ART,Visual Art And Design,1,UG,PRAC,,,,,,M,M,M,M,M,M,M,M,,,,,,,,,,,,,,,
ARTI-492,Web/New Media InteRnship,ART,Visual Art And Design,1,UG,LEC,,,,,,M,M,M,M,M,M,M,M,,,,,,,,,,,,,,,
ARTI-492,Web/New Media InteRsh,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAC-141,Fly Fishing,HPER,"PE, Health And Wellness",1,UG,LEC,,R,,,R,M,M,M,M,M,I,M,M,R,R,R,M,R,R,R,,,R,,M,R,R,R
ADAC-142,Canoeing,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,R,R,R,,I,,I,,,I,,I,I,,,,,,,,,I,,I,
ADAC-142,Canoeing,HPER,"PE, Health And Wellness",1,UG,LEC,I,I,I,R,I,I,I,R,R,R,I,R,R,I,I,I,R,,I,R,,,I,I,I,R,R,I
ADAC-145,Basic Rock Climbing,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,R,R,,I,,,I,,I,,I,I,I,I,I,I,,,,,I,,I,
ADAC-146,WhitewateR Rafting Guide,HPER,"PE, Health And Wellness",1,UG,LEC,,I,I,,I,,,R,R,R,R,I,I,I,I,I,I,,,R,,,R,R,I,R,I,
ADAC-148,HoRsemanship,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,I,I,I,I,I,I,I,I,I,,I,I,I,I,I,I,,,,,R,I,I,I
ADAC-151,Scuba Diving,HPER,"PE, Health And Wellness",1,UG,LEC,,R,,,R,M,M,M,M,M,I,M,M,R,R,R,M,R,R,R,,M,R,,M,R,R,R
ADAC-152,Caving,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,I,I,,I,I,R,R,R,R,I,R,R,I,,I,R,,,R,I,R,R,R,I
ADAC-155,Basic Kayaking,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,I,I,,,,R,R,I,I,R,I,R,I,R,,,R,,,R,I,I,I,I,I
ADAC-156,Land Navigation,HPER,"PE, Health And Wellness",1,UG,LEC,,,,R,R,R,,R,,R,,,R,,I,I,I,,I,,,,,,R,,R,
ADAC-160,Snow Skiing/BoaRding,HPER,"PE, Health And Wellness",1,UG,LEC,,R,,,R,M,M,M,M,M,I,M,M,R,R,R,M,R,R,R,,R,R,,M,R,R,R
ADAC-161,White WateR Kayaking,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,I,I,I,,I,R,R,I,I,R,I,R,I,R,,I,R,,,R,I,I,I,I,I
ADAC-162,WildeRness Backpacking,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAC-200,Gym Climbing,HPER,"PE, Health And Wellness",1,UG,LEC,,I,I,,R,R,,I,,,I,,I,,I,I,I,,I,I,I,,,,,,,
ADAC-212,Backpacking,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,R,R,R,,I,,I,I,,I,,I,I,,,,,,,,,I,,I,I
ADAC-214,Mountain Biking,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,,R,,,,R,I,R,R,,R,R,,,R,,,,,R,R,,,R
ADAC-215,CHA HoRsemanship CeRt,HPER,"PE, Health And Wellness",1,UG,LEC,I,R,R,R,R,R,R,R,R,R,I,R,R,R,M,M,R,R,R,R,,,R,R,R,R,R,R
ADAC-248,InteRmediate HoRsemanship,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,R,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R,,,,,M,R,R,R
ADAC-251,Advanced Scuba,HPER,"PE, Health And Wellness",1,UG,LEC,,M,,,M,M,M,M,M,M,R,M,M,M,M,M,M,M,M,M,,M,M,,M,R,M,M
ADAC-262,IntRo to Camping,HPER,"PE, Health And Wellness",1,UG,LEC,R,I,I,R,R,R,,I,,I,,,I,,I,I,I,,,,,,,,I,,I,I
ADAC-265,Topics in AdventuRe Activity,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAC-430,BackcountRy Skiing,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,R,R,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,I,R,R
ADAC-435,Alpine MountaineeRing,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,R,R,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,I,R,R
ADTH-350,Adv Activ CuRR Appl,HPER,"PE, Health And Wellness",2,UG,LEC,,I,R,R,R,R,R,R,R,R,I,R,I,,I,I,R,R,R,R,,,R,R,R,I,I,I
HLED-129,IntRo to Wellness,HPER,"PE, Health And Wellness",2,UG,LEC,R,M,R,R,R,R,M,M,R,R,M,R,R,R,R,R,I,R,I,R,I,I,R,R,M,R,R,R
HLED-173,Health FoR Life,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,R,R,I,M,M,R,I,R,R,I,,,,I,I,,,,,I,R,M,R,R,M,R
HLED-210,Medical TeRminology,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,M,M,M,,R,I,I,I,I,,,I,,,,,,I,,I,I,,I,
HLED-229,Wellness Applications,HPER,"PE, Health And Wellness",2,UG,LEC,M,M,R,M,R,R,R,R,M,M,M,R,M,R,M,M,M,R,R,M,I,I,R,R,M,I,M,M
HLED-250,CoRpoRate Wellness EnviR,HPER,"PE, Health And Wellness",2,UG,LEC,M,R,M,R,R,M,M,R,M,M,M,R,M,R,M,M,M,M,R,M,I,I,R,M,M,R,M,R
HLED-265,Topics in Heald Education,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLED-345,Wellness Coaching,HPER,"PE, Health And Wellness",3,UG,LEC,I,M,M,R,M,M,M,M,M,M,M,R,M,M,M,M,M,M,M,M,R,R,R,M,M,M,M,M
HLED-356,DRugs and Society,HPER,"PE, Health And Wellness",2,UG,LEC,R,I,,I,R,M,M,,R,R,R,I,,R,I,R,R,R,R,R,R,,R,,,,I,R
HLED-373,PRev/CaRe Athletic InjuRies,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,M,M,M,M,M,R,M,M,M,M,R,R,R,M,M,I,R,R,,R,R,I,M,M,I,R
HLED-465,Topics in Health Education,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLED-470,CuRRent Issues in Health,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,M,M,M,M,M,R,M,M,M,M,M,M,M,M,M,R,M,M,I,M,M,M,M,M,M,M
HLED-473,Health Educ Meth,HPER,"PE, Health And Wellness",2,UG,LEC,R,,R,R,M,M,M,,R,M,R,,,R,I,R,M,M,M,M,,,R,,R,M,R,R
HLED-476,"Wellness Meth, MateRial & Mgmt",HPER,"PE, Health And Wellness",3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLED-491,Wellness Capstone,HPER,"PE, Health And Wellness",2,UG,PRAC,M,M,M,M,M,M,M,M,M,M,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
HLED-491,Wellness Capstone,HPER,"PE, Health And Wellness",2,UG,PRAC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,R,M,M,M,M,M,M
HLNT-135,NutRition,HPER,"PE, Health And Wellness",3,UG,LEC,I,I,,I,I,I,I,I,R,R,I,R,I,I,I,I,I,I,I,I,,I,I,I,I,I,I,I
HLNT-265,Topics in NutRition,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLNT-348,Food PRepaRation,HPER,"PE, Health And Wellness",3,UG,LEC,R,I,R,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,I,,I,R,R,,R,R
HLNT-365,Topics,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTL-136,IntRo Exp LdRsh/OutdR TheR,HPER,"PE, Health And Wellness",3,UG,LEC,I,,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,,I,I,I,I,I,I
OUTL-218,Fund Exp LdRsh/OutdR TheR,HPER,"PE, Health And Wellness",3,UG,LEC,R,R,I,R,R,R,R,R,R,R,R,R,R,I,R,R,R,I,I,I,,,I,,R,I,R,R
OUTL-221,Chal CRs Facil/TheRap Rec,HPER,"PE, Health And Wellness",3,UG,LEC,I,I,R,I,I,R,I,R,R,M,M,M,R,I,I,R,I,I,R,M,M,,M,R,I,R,I,
OUTL-227,PRimitive Skills,HPER,"PE, Health And Wellness",2,UG,LEC,,R,R,R,R,R,R,,R,R,,R,R,R,R,R,R,R,R,R,,,I,,,,,
OUTL-229,WildeRness SuRvival,HPER,"PE, Health And Wellness",2,UG,LEC,R,,,,R,R,,R,R,R,,R,R,,R,R,R,R,R,R,,,,,R,,R,R
OUTL-234,EmeRg Med RespondeR I,HPER,"PE, Health And Wellness",3,UG,LEC,I,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R,R
OUTL-235,EmeRg Med RespondeR I,HPER,"PE, Health And Wellness",3,UG,LEC,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
OUTL-265,OutdooR LeadeRship Topics,HPER,"PE, Health And Wellness",0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTL-301,OutdR Min & TheRap Rec,HPER,"PE, Health And Wellness",3,UG,LEC,R,R,R,R,R,R,R,R,,R,R,,R,,R,R,R,R,R,R,,,,,R,R,R,R
OUTL-318,WildeRness FiRst RespondeR,HPER,"PE, Health And Wellness",3,UG,LEC,R,,,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,R,R,,,,,R,,R,R
OUTL-320,InteRm/Adv Rock Climbing,HPER,"PE, Health And Wellness",2,UG,LEC,M,M,M,M,M,M,,M,R,R,R,R,M,M,R,R,M,R,R,R,R,R,R,R,M,R,M,M
OUTL-325,Confined Space Rescue,HPER,"PE, Health And Wellness",2,UG,LEC,,,,,I,R,I,R,M,M,R,M,R,R,R,I,R,,R,R,,,M,R,R,,M,R
OUTL-330,WildeRness EMT,HPER,"PE, Health And Wellness",3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTL-331,Equine Behav & TRain Mgt,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,I,R,R,R,R,R,I,R,R,R,M,M,R,R,R,R,,,R,R,R,R,R,R
OUTL-335,Challenge CouRse Mgmt,HPER,"PE, Health And Wellness",3,UG,LEC,R,R,R,I,I,R,I,M,R,M,M,R,R,I,I,I,R,,R,M,R,I,R,M,R,M,R,M
OUTL-345,EnviRonmental Educ,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,R,R,R,R,R,M,M,R,R,,R,,R,I,R,R,I,M,I,I,I,M,R,R,I,I
OUTL-346,Swift WateR/Adv Rescue,HPER,"PE, Health And Wellness",2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTL-348,AMGA Sing Pitch InstR CRs,HPER,"PE, Health And Wellness",2,UG,LEC,,,,M,M,M,M,M,R,R,R,R,M,R,R,R,R,,,,,,,,M,R,R,R
OUTL-349,AMGA Single Pitch InstR Asses,HPER,"PE, Health And Wellness",1,UG,LEC,,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,,,,M,R,M,M
OUTL-353,VeRtical Caving,HPER,"PE, Health And Wellness",2,UG,LEC,,I,,,R,R,R,M,M,M,R,R,R,M,M,R,R,R,R,R,,,R,M,R,R,R,R
OUTL-354,Rope Technician I,HPER,"PE, Health And Wellness",2,UG,LEC,I,I,I,R,I,R,M,R,R,M,I,M,R,R,M,R,R,I,R,M,I,R,M,R,R,R,M,I
OUTL-356,OutdR LdRsh:Fld Exp,HPER,"PE, Health And Wellness",3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,M,M,M,M,M,M
OUTL-391,LeadeRship SeminaR,HPER,"PE, Health And Wellness",1,UG,LEC,M,M,M,M,M,M,M,R,R,R,,,,,,,,,,,R,,R,R,R,,R,R
OUTL-425,WildeRness InteRpRetation,HPER,"PE, Health And Wellness",3,UG,LEC,M,M,,M,R,M,M,M,M,M,R,M,M,R,M,R,M,M,M,M,,R,M,M,R,M,M,M
OUTL-430,Adv TRip LdRsh & TheR Rec,HPER,"PE, Health And Wellness",3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
OUTL-465,OutdooR LeadeRship Topics,HPER,"PE, Health And Wellness",0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTL-492,OutdooR LdRshp InteRn,HPER,"PE, Health And Wellness",10,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,M,M,M,M,M,M
PEAC-121,Walking/Jogging,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,R,R,R,R,R,R,I,R,R,I,I,I,I,I,I,R,,R,R,I,R,I,I,I
PEAC-121,Walking/Jogging,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,M,M,M,,I,R,,I,,I,,I,,,,,,I,,I,R,,I,
PEAC-123,Volleyball,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,,R,R,R,R,I,R,R,I,R,R,R,R,R,R,I,R,R,,,,,R,I,I,I
PEAC-125,Fitness Collegiate Life,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,I,I,I,,I,I,,,I,,I,I,,,,I,I,I,I,,,I,I,I
PEAC-125,Fitness Collegiate Life,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,M,M,M,,,R,,,,,,,,,,,,,,,,I,,I
PEAC-125L,Fitness Coll Life Lab,HPER,"PE, Health And Wellness",0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAC-125L,Fitness Coll Life Lab,HPER,"PE, Health And Wellness",0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAC-130,Pickleball,HPER,"PE, Health And Wellness",1,UG,LEC,M,I,I,I,M,M,M,I,I,I,I,M,M,M,M,M,R,R,M,M,I,I,I,I,R,R,R,R
PEAC-131,Badminton,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,,R,R,R,R,I,R,R,I,R,R,R,R,R,R,I,R,R,,,,,R,I,I,I
PEAC-133,Racquetball,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,I,I,I,I,I,R,I,R,I,I,I,R,I,I,I,I,,I,I,I,I,I,I,I
PEAC-134,Basic Tennis,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,R,R,R,,,R,,R,R,R,R,R,,,R,R,,,,,,,,
PEAC-134,Basic Tennis,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,I,R,,,I,I,,,,,I,I,,,,,,,,,,,I,
PEAC-136,Basic Golf,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,R,R,R,,,R,,R,R,R,R,R,,,R,R,,,,,,,,
PEAC-137,Cycling,HPER,"PE, Health And Wellness",1,UG,LEC,M,R,I,I,M,M,M,I,I,I,I,R,M,M,M,M,I,I,R,R,I,I,I,I,R,R,R,R
PEAC-140,Weight TRaining,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,M,M,M,,I,R,,I,I,I,R,I,,,,,,I,,I,R,,I,
PEAC-140,Weight TRaining,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,,R,R,R,R,I,R,R,I,R,R,R,R,R,R,I,R,R,I,,I,,R,I,I,I
PEAC-143,Basic Tumbling,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,,R,R,R,R,I,R,R,I,R,R,R,R,R,R,I,R,R,,,,,R,I,I,I
PEAC-153,Basic Swimming,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,I,I,I,I,I,R,I,R,I,I,I,R,I,I,I,I,,I,I,I,I,I,I,I
PEAC-215,GRoup In-DooR Cycling,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,R,R,R,,,R,R,,,,,,,,,,,,,,I,,,I
PEAC-223,FitX,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,R,R,R,R,,R,R,R,R,R,R,R,,,R,,I,I,R,,R,R,R,R
PEAC-225,Fitness FoR Life,HPER,"PE, Health And Wellness",1,UG,LEC,M,M,M,M,M,M,M,M,M,M,R,R,M,R,M,M,R,I,R,R,I,I,I,I,M,M,M,M
PEAC-230,Women's Fitness,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,R,R,R,,,R,R,,,,,,,,,,,,,,R,,,I
PEAC-231,AeRobics,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,I,,,I,I,I,I,I,I,I,I,I,,,I,,,I,I,,R,I,I,I
PEAC-232,AeRobic Fitness,HPER,"PE, Health And Wellness",1,UG,LEC,I,I,,I,I,I,I,I,I,I,I,R,I,I,I,I,I,R,R,R,I,I,I,I,I,I,I,I
